company,parent,root
Reilly-Lawrence,Campbell Group,"Hayes, Stark and Bennett"
Tapia LLC,Campbell Group,"Hayes, Stark and Bennett"
"Davis, James and Page",Campbell Group,"Hayes, Stark and Bennett"
West Inc,Campbell Group,"Hayes, Stark and Bennett"
Moody-Martin,Peterson LLC,"Hayes, Stark and Bennett"
Young-Carter,Moody-Martin,"Hayes, Stark and Bennett"
Osborne and Sons,Moody-Martin,"Hayes, Stark and Bennett"
"Crawford, Snyder and Lopez",Moody-Martin,"Hayes, Stark and Bennett"
Hill-Smith,Peterson LLC,"Hayes, Stark and Bennett"
Cardenas-Jones,Peterson LLC,"Hayes, Stark and Bennett"
Hicks-Allen,Cardenas-Jones,"Hayes, Stark and Bennett"
"Allen, Day and Brown",Cardenas-Jones,"Hayes, Stark and Bennett"
Rodriguez-Ramirez,Cardenas-Jones,"Hayes, Stark and Bennett"
"Jones, Day and Bell",Cardenas-Jones,"Hayes, Stark and Bennett"
Lopez Inc,"Taylor, Matthews and Joyce","Hayes, Stark and Bennett"
Martinez-Watkins,Lopez Inc,"Hayes, Stark and Bennett"
Sutton LLC,Lopez Inc,"Hayes, Stark and Bennett"
Schmidt-David,Sutton LLC,"Hayes, Stark and Bennett"
"Taylor, Gutierrez and Lopez",Sutton LLC,"Hayes, Stark and Bennett"
"Thomas, Morgan and Barton",Sutton LLC,"Hayes, Stark and Bennett"
Valenzuela Group,Sutton LLC,"Hayes, Stark and Bennett"
Stone PLC,Sutton LLC,"Hayes, Stark and Bennett"
"Huber, Johnson and Hayes",Lopez Inc,"Hayes, Stark and Bennett"
Ramos-Stevens,"Huber, Johnson and Hayes","Hayes, Stark and Bennett"
Acosta-Beltran,"Huber, Johnson and Hayes","Hayes, Stark and Bennett"
"Daniel, Gonzales and Davis","Huber, Johnson and Hayes","Hayes, Stark and Bennett"
"Holland, Miller and Pitts",Lopez Inc,"Hayes, Stark and Bennett"
Neal-Roy,"Holland, Miller and Pitts","Hayes, Stark and Bennett"
Lopez-Cantrell,"Holland, Miller and Pitts","Hayes, Stark and Bennett"
Williams-Shaw,"Holland, Miller and Pitts","Hayes, Stark and Bennett"
Phillips-Cummings,"Holland, Miller and Pitts","Hayes, Stark and Bennett"
Shah Inc,"Holland, Miller and Pitts","Hayes, Stark and Bennett"
Arnold LLC,Lopez Inc,"Hayes, Stark and Bennett"
Morrison-Powell,Arnold LLC,"Hayes, Stark and Bennett"
"Gates, Thompson and Oneill",Arnold LLC,"Hayes, Stark and Bennett"
Hernandez-Nelson,Arnold LLC,"Hayes, Stark and Bennett"
"Bowers, Osborne and Guerrero",Arnold LLC,"Hayes, Stark and Bennett"
Durham-Bruce,"Taylor, Matthews and Joyce","Hayes, Stark and Bennett"
Davenport-Alexander,"Taylor, Matthews and Joyce","Hayes, Stark and Bennett"
"Gutierrez, Monroe and Clark","Taylor, Matthews and Joyce","Hayes, Stark and Bennett"
Hall Ltd,"Gutierrez, Monroe and Clark","Hayes, Stark and Bennett"
"Fleming, Clayton and Anderson","Gutierrez, Monroe and Clark","Hayes, Stark and Bennett"
Jackson-Coleman,"Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
"Dean, Moreno and Williams","Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
"Miles, Hill and Adams","Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
"Maddox, Gonzalez and Miller","Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
Robinson-Rose,"Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
Contreras Ltd,"Fleming, Clayton and Anderson","Hayes, Stark and Bennett"
"Brown, Patel and Perez","Gutierrez, Monroe and Clark","Hayes, Stark and Bennett"
"Jones, Washington and Spencer","Gutierrez, Monroe and Clark","Hayes, Stark and Bennett"
"Marquez, Fuller and Kim","Jones, Washington and Spencer","Hayes, Stark and Bennett"
"Ford, Chan and Carpenter","Jones, Washington and Spencer","Hayes, Stark and Bennett"
Stephens PLC,"Jones, Washington and Spencer","Hayes, Stark and Bennett"
